,artist,platzierung,swiss,titel,week,year
120248,Frankie Goes To Hollywood,9,False,The Power Of Love,1985-02-17,1985
120253,Madonna,14,False,Like A Virgin,1985-02-17,1985
120247,Modern Talking,8,False,"You're My Heart, You're My Soul",1985-02-17,1985
120256,Phil Collins,17,False,Sussudio,1985-02-17,1985
120251,Scorpions,12,False,Still Loving You,1985-02-17,1985
120254,Wham!,15,False,Last Christmas,1985-02-17,1985
120228,Eurythmics,19,False,Sexcrime (Nineteen Eighty-Four),1985-02-24,1985
120224,Frankie Goes To Hollywood,15,False,The Power Of Love,1985-02-24,1985
120234,Madonna,25,False,Like A Virgin,1985-02-24,1985
120214,Modern Talking,5,False,"You're My Heart, You're My Soul",1985-02-24,1985
120222,Phil Collins,13,False,Sussudio,1985-02-24,1985
120225,Scorpions,16,False,Still Loving You,1985-02-24,1985
120226,Wham!,17,False,Last Christmas,1985-02-24,1985
120207,Eurythmics,28,False,Sexcrime (Nineteen Eighty-Four),1985-03-03,1985
120196,Frankie Goes To Hollywood,17,False,The Power Of Love,1985-03-03,1985
120201,Madonna,22,False,Like A Virgin,1985-03-03,1985
120182,Modern Talking,3,False,"You're My Heart, You're My Soul",1985-03-03,1985
120189,Phil Collins,10,False,Sussudio,1985-03-03,1985
120203,Scorpions,24,False,Still Loving You,1985-03-03,1985
120206,Wham!,27,False,Last Christmas,1985-03-03,1985
120179,Eurythmics,30,False,Sexcrime (Nineteen Eighty-Four),1985-03-10,1985
120175,Frankie Goes To Hollywood,26,False,The Power Of Love,1985-03-10,1985
120150,Modern Talking,1,False,"You're My Heart, You're My Soul",1985-03-10,1985
120158,Phil Collins,9,False,Sussudio,1985-03-10,1985
120173,Scorpions,24,False,Still Loving You,1985-03-10,1985
120149,Madonna,30,False,Material Girl,1985-03-17,1985
120120,Modern Talking,1,False,"You're My Heart, You're My Soul",1985-03-17,1985
120132,Phil Collins,13,False,Sussudio,1985-03-17,1985
120146,Scorpions,27,False,Still Loving You,1985-03-17,1985
120117,Madonna,28,False,Material Girl,1985-03-24,1985
120090,Modern Talking,1,False,"You're My Heart, You're My Soul",1985-03-24,1985
120103,Phil Collins,14,False,Sussudio,1985-03-24,1985
120104,Yello,15,True,Vicious Games,1985-03-24,1985
120080,Alphaville,21,False,Jet Set,1985-03-31,1985
120079,Madonna,20,False,Material Girl,1985-03-31,1985
120060,Modern Talking,1,False,"You're My Heart, You're My Soul",1985-03-31,1985
120078,Phil Collins,19,False,Sussudio,1985-03-31,1985
120071,Yello,12,True,Vicious Games,1985-03-31,1985
120048,Alphaville,19,False,Jet Set,1985-04-07,1985
120049,Madonna,20,False,Material Girl,1985-04-07,1985
120030,Modern Talking,1,False,"You're My Heart, You're My Soul",1985-04-07,1985
120053,Phil Collins,24,False,Sussudio,1985-04-07,1985
120034,Yello,5,True,Vicious Games,1985-04-07,1985
120014,Alphaville,15,False,Jet Set,1985-04-14,1985
120018,Madonna,19,False,Material Girl,1985-04-14,1985
120001,Modern Talking,2,False,"You're My Heart, You're My Soul",1985-04-14,1985
120015,Phil Collins,16,False,One More Night,1985-04-14,1985
120004,Yello,5,True,Vicious Games,1985-04-14,1985
119982,Alphaville,13,False,Jet Set,1985-04-21,1985
119999,Frankie Goes To Hollywood,30,False,Welcome To The Pleasuredome,1985-04-21,1985
119984,Madonna,15,False,Material Girl,1985-04-21,1985
119972,Modern Talking,3,False,"You're My Heart, You're My Soul",1985-04-21,1985
119988,Phil Collins,19,False,One More Night,1985-04-21,1985
119975,Yello,6,True,Vicious Games,1985-04-21,1985
119952,Alphaville,13,False,Jet Set,1985-04-28,1985
119964,Eros Ramazzotti,25,False,Una storia importante,1985-04-28,1985
119963,Frankie Goes To Hollywood,24,False,Welcome To The Pleasuredome,1985-04-28,1985
119961,Madonna,22,False,Material Girl,1985-04-28,1985
119943,Modern Talking,4,False,"You're My Heart, You're My Soul",1985-04-28,1985
119946,Phil Collins,7,False,One More Night,1985-04-28,1985
119944,Yello,5,True,Vicious Games,1985-04-28,1985
119924,Alphaville,15,False,Jet Set,1985-05-05,1985
119927,Eros Ramazzotti,18,False,Una storia importante,1985-05-05,1985
119930,Frankie Goes To Hollywood,21,False,Welcome To The Pleasuredome,1985-05-05,1985
119928,Madonna,19,False,Material Girl,1985-05-05,1985
119913,Modern Talking,4,False,"You're My Heart, You're My Soul",1985-05-05,1985
119916,Phil Collins,7,False,One More Night,1985-05-05,1985
119938,Tina Turner,29,False,I Can't Stand The Rain,1985-05-05,1985
119917,Yello,8,True,Vicious Games,1985-05-05,1985
119900,Alphaville,21,False,Jet Set,1985-05-12,1985
119888,Eros Ramazzotti,9,False,Una storia importante,1985-05-12,1985
119899,Frankie Goes To Hollywood,20,False,Welcome To The Pleasuredome,1985-05-12,1985
119905,Madonna,26,False,Material Girl,1985-05-12,1985
119884,Modern Talking,5,False,"You're My Heart, You're My Soul",1985-05-12,1985
119885,Phil Collins,6,False,One More Night,1985-05-12,1985
119902,Tina Turner,23,False,I Can't Stand The Rain,1985-05-12,1985
119890,Yello,11,True,Vicious Games,1985-05-12,1985
119873,Alphaville,24,False,Jet Set,1985-05-19,1985
119877,Bruce Springsteen,28,False,I'm On Fire,1985-05-19,1985
119859,Eros Ramazzotti,10,False,Una storia importante,1985-05-19,1985
119872,Frankie Goes To Hollywood,23,False,Welcome To The Pleasuredome,1985-05-19,1985
119874,Madonna,25,False,Material Girl,1985-05-19,1985
119856,Modern Talking,7,False,"You're My Heart, You're My Soul",1985-05-19,1985
119855,Phil Collins,6,False,One More Night,1985-05-19,1985
119871,Simple Minds,22,False,Don't You (Forget About Me),1985-05-19,1985
119867,Tina Turner,18,False,I Can't Stand The Rain,1985-05-19,1985
119863,Yello,14,True,Vicious Games,1985-05-19,1985
119827,Eros Ramazzotti,8,False,Una storia importante,1985-05-26,1985
119848,Eurythmics,29,False,Would I Lie To You?,1985-05-26,1985
119843,Frankie Goes To Hollywood,24,False,Welcome To The Pleasuredome,1985-05-26,1985
119826,Modern Talking,7,False,You Can Win If You Want,1985-05-26,1985
119829,Phil Collins,10,False,One More Night,1985-05-26,1985
119836,Simple Minds,17,False,Don't You (Forget About Me),1985-05-26,1985
119834,Tina Turner,15,False,I Can't Stand The Rain,1985-05-26,1985
119840,Yello,21,True,Vicious Games,1985-05-26,1985
119818,Bruce Springsteen,29,False,I'm On Fire,1985-06-02,1985
119800,Depeche Mode,11,False,Shake The Disease,1985-06-02,1985
119796,Eros Ramazzotti,7,False,Una storia importante,1985-06-02,1985
119812,Eurythmics,23,False,Would I Lie To You?,1985-06-02,1985
119802,Falco,13,False,Rock Me Amadeus,1985-06-02,1985
119792,Modern Talking,3,False,You Can Win If You Want,1985-06-02,1985
119807,Phil Collins,18,False,One More Night,1985-06-02,1985
119797,Simple Minds,8,False,Don't You (Forget About Me),1985-06-02,1985
119805,Tina Turner,16,False,I Can't Stand The Rain,1985-06-02,1985
119788,Bruce Springsteen,29,False,I'm On Fire,1985-06-09,1985
119765,Depeche Mode,6,False,Shake The Disease,1985-06-09,1985
119776,Duran Duran,17,False,A View To A Kill,1985-06-09,1985
119769,Eros Ramazzotti,10,False,Una storia importante,1985-06-09,1985
119786,Eurythmics,27,False,Would I Lie To You?,1985-06-09,1985
119774,Falco,15,False,Rock Me Amadeus,1985-06-09,1985
119761,Modern Talking,2,False,You Can Win If You Want,1985-06-09,1985
119777,Phil Collins,18,False,One More Night,1985-06-09,1985
119770,Simple Minds,11,False,Don't You (Forget About Me),1985-06-09,1985
119779,Tina Turner,20,False,I Can't Stand The Rain,1985-06-09,1985
119746,Bruce Springsteen,17,False,I'm On Fire,1985-06-16,1985
119735,Depeche Mode,6,False,Shake The Disease,1985-06-16,1985
119742,Duran Duran,13,False,A View To A Kill,1985-06-16,1985
119741,Eros Ramazzotti,12,False,Una storia importante,1985-06-16,1985
119754,Eurythmics,25,False,Would I Lie To You?,1985-06-16,1985
119736,Falco,7,False,Rock Me Amadeus,1985-06-16,1985
119731,Modern Talking,2,False,You Can Win If You Want,1985-06-16,1985
119745,Nena,16,False,Feuer und Flamme,1985-06-16,1985
119749,Phil Collins,20,False,One More Night,1985-06-16,1985
119737,Simple Minds,8,False,Don't You (Forget About Me),1985-06-16,1985
119748,Tina Turner,19,False,I Can't Stand The Rain,1985-06-16,1985
119716,Bruce Springsteen,17,False,I'm On Fire,1985-06-23,1985
119706,Depeche Mode,7,False,Shake The Disease,1985-06-23,1985
119707,Duran Duran,8,False,A View To A Kill,1985-06-23,1985
119711,Eros Ramazzotti,12,False,Una storia importante,1985-06-23,1985
119720,Eurythmics,21,False,Would I Lie To You?,1985-06-23,1985
119702,Falco,3,False,Rock Me Amadeus,1985-06-23,1985
119727,Madonna,28,False,Angel,1985-06-23,1985
119701,Modern Talking,2,False,You Can Win If You Want,1985-06-23,1985
119715,Nena,16,False,Feuer und Flamme,1985-06-23,1985
119725,Phil Collins,26,False,One More Night,1985-06-23,1985
119708,Simple Minds,9,False,Don't You (Forget About Me),1985-06-23,1985
119719,Tina Turner,20,False,I Can't Stand The Rain,1985-06-23,1985
119684,Bruce Springsteen,15,False,I'm On Fire,1985-06-30,1985
119675,Depeche Mode,6,False,Shake The Disease,1985-06-30,1985
119677,Duran Duran,8,False,A View To A Kill,1985-06-30,1985
119681,Eros Ramazzotti,12,False,Una storia importante,1985-06-30,1985
119671,Falco,2,False,Rock Me Amadeus,1985-06-30,1985
119691,Madonna,22,False,Angel,1985-06-30,1985
119672,Modern Talking,3,False,You Can Win If You Want,1985-06-30,1985
119683,Nena,14,False,Feuer und Flamme,1985-06-30,1985
119680,Simple Minds,11,False,Don't You (Forget About Me),1985-06-30,1985
119699,Tina Turner,30,False,I Can't Stand The Rain,1985-06-30,1985
119657,Bruce Springsteen,18,False,I'm On Fire,1985-07-07,1985
119646,Depeche Mode,7,False,Shake The Disease,1985-07-07,1985
119647,Duran Duran,8,False,A View To A Kill,1985-07-07,1985
119653,Eros Ramazzotti,14,False,Una storia importante,1985-07-07,1985
119641,Falco,2,False,Rock Me Amadeus,1985-07-07,1985
119662,Madonna,23,False,Angel,1985-07-07,1985
119643,Modern Talking,4,False,You Can Win If You Want,1985-07-07,1985
119658,Nena,19,False,Feuer und Flamme,1985-07-07,1985
119652,Simple Minds,13,False,Don't You (Forget About Me),1985-07-07,1985
119664,Tina Turner,25,False,I Can't Stand The Rain,1985-07-07,1985
119626,Bruce Springsteen,17,False,I'm On Fire,1985-07-14,1985
119617,Depeche Mode,8,False,Shake The Disease,1985-07-14,1985
119616,Duran Duran,7,False,A View To A Kill,1985-07-14,1985
119622,Eros Ramazzotti,13,False,Una storia importante,1985-07-14,1985
119612,Falco,3,False,Rock Me Amadeus,1985-07-14,1985
119632,Madonna,23,False,Angel,1985-07-14,1985
119614,Modern Talking,5,False,You Can Win If You Want,1985-07-14,1985
119629,Nena,20,False,Feuer und Flamme,1985-07-14,1985
119627,Simple Minds,18,False,Don't You (Forget About Me),1985-07-14,1985
119634,Yello,25,True,Desire,1985-07-14,1985
119599,Bruce Springsteen,20,False,I'm On Fire,1985-07-21,1985
119588,Depeche Mode,9,False,Shake The Disease,1985-07-21,1985
119589,Duran Duran,10,False,A View To A Kill,1985-07-21,1985
119604,Eros Ramazzotti,25,False,Una storia importante,1985-07-21,1985
119582,Falco,3,False,Rock Me Amadeus,1985-07-21,1985
119596,Madonna,17,False,Angel,1985-07-21,1985
119585,Modern Talking,6,False,You Can Win If You Want,1985-07-21,1985
119607,Nena,28,False,Feuer und Flamme,1985-07-21,1985
119602,Simple Minds,23,False,Don't You (Forget About Me),1985-07-21,1985
119594,Tina Turner,15,False,We Don't Need Another Hero (Thunderdome),1985-07-21,1985
119598,Yello,19,True,Desire,1985-07-21,1985
119576,Bruce Springsteen,27,False,I'm On Fire,1985-07-28,1985
119560,Depeche Mode,11,False,Shake The Disease,1985-07-28,1985
119562,Duran Duran,13,False,A View To A Kill,1985-07-28,1985
119570,Eros Ramazzotti,21,False,Una storia importante,1985-07-28,1985
119553,Falco,4,False,Rock Me Amadeus,1985-07-28,1985
119575,Madonna,26,False,Crazy For You,1985-07-28,1985
119561,Modern Talking,12,False,You Can Win If You Want,1985-07-28,1985
119566,Simple Minds,17,False,Don't You (Forget About Me),1985-07-28,1985
119552,Tina Turner,3,False,We Don't Need Another Hero (Thunderdome),1985-07-28,1985
119569,Yello,20,True,Desire,1985-07-28,1985
119544,Bruce Springsteen,25,False,I'm On Fire,1985-08-04,1985
119539,Bryan Adams,20,False,Heaven,1985-08-04,1985
119533,Depeche Mode,14,False,Shake The Disease,1985-08-04,1985
119532,Duran Duran,13,False,A View To A Kill,1985-08-04,1985
119536,Eros Ramazzotti,17,False,Una storia importante,1985-08-04,1985
119523,Falco,4,False,Rock Me Amadeus,1985-08-04,1985
119540,Madonna,21,False,Crazy For You,1985-08-04,1985
119534,Modern Talking,15,False,You Can Win If You Want,1985-08-04,1985
119549,Nena,30,False,Feuer und Flamme,1985-08-04,1985
119543,Simple Minds,24,False,Don't You (Forget About Me),1985-08-04,1985
119520,Tina Turner,1,False,We Don't Need Another Hero (Thunderdome),1985-08-04,1985
119541,Yello,22,True,Desire,1985-08-04,1985
119516,Bruce Springsteen,27,False,I'm On Fire,1985-08-11,1985
119504,Depeche Mode,15,False,Shake The Disease,1985-08-11,1985
119502,Duran Duran,13,False,A View To A Kill,1985-08-11,1985
119515,Eros Ramazzotti,26,False,Una storia importante,1985-08-11,1985
119495,Falco,6,False,Rock Me Amadeus,1985-08-11,1985
119507,Madonna,18,False,Crazy For You,1985-08-11,1985
119501,Modern Talking,12,False,You Can Win If You Want,1985-08-11,1985
119505,Simple Minds,16,False,Don't You (Forget About Me),1985-08-11,1985
119490,Tina Turner,1,False,We Don't Need Another Hero (Thunderdome),1985-08-11,1985
119513,Yello,24,True,Desire,1985-08-11,1985
119488,Bruce Springsteen,29,False,I'm On Fire,1985-08-18,1985
119476,Bryan Adams,17,False,Heaven,1985-08-18,1985
119482,Den Harrow,23,False,Future Brain,1985-08-18,1985
119479,Depeche Mode,20,False,Shake The Disease,1985-08-18,1985
119472,Duran Duran,13,False,A View To A Kill,1985-08-18,1985
119464,Falco,5,False,Rock Me Amadeus,1985-08-18,1985
119468,Madonna,9,False,Into The Groove,1985-08-18,1985
119477,Modern Talking,18,False,You Can Win If You Want,1985-08-18,1985
119480,Simple Minds,21,False,Don't You (Forget About Me),1985-08-18,1985
119460,Tina Turner,1,False,We Don't Need Another Hero (Thunderdome),1985-08-18,1985
119455,Bruce Springsteen,26,False,Glory Days,1985-08-25,1985
119443,Bryan Adams,14,False,Heaven,1985-08-25,1985
119456,Den Harrow,27,False,Future Brain,1985-08-25,1985
119442,Duran Duran,13,False,A View To A Kill,1985-08-25,1985
119433,Falco,4,False,Rock Me Amadeus,1985-08-25,1985
119436,Madonna,7,False,Into The Groove,1985-08-25,1985
119450,Modern Talking,21,False,You Can Win If You Want,1985-08-25,1985
119446,Simple Minds,17,False,Don't You (Forget About Me),1985-08-25,1985
119430,Tina Turner,1,False,We Don't Need Another Hero (Thunderdome),1985-08-25,1985
119429,Bruce Springsteen,30,False,Glory Days,1985-09-01,1985
119418,Bryan Adams,19,False,Heaven,1985-09-01,1985
119410,Den Harrow,11,False,Future Brain,1985-09-01,1985
119413,Duran Duran,14,False,A View To A Kill,1985-09-01,1985
119406,Falco,7,False,Rock Me Amadeus,1985-09-01,1985
119401,Madonna,2,False,Into The Groove,1985-09-01,1985
119404,Sandra,5,False,(I'll Never Be) Maria Magdalena,1985-09-01,1985
119425,Simple Minds,26,False,Don't You (Forget About Me),1985-09-01,1985
119400,Tina Turner,1,False,We Don't Need Another Hero (Thunderdome),1985-09-01,1985
119391,Bruce Springsteen,22,False,Glory Days,1985-09-08,1985
119386,Bryan Adams,17,False,Heaven,1985-09-08,1985
119382,Den Harrow,13,False,Future Brain,1985-09-08,1985
119387,Duran Duran,18,False,A View To A Kill,1985-09-08,1985
119376,Falco,7,False,Rock Me Amadeus,1985-09-08,1985
119373,Madonna,4,False,Into The Groove,1985-09-08,1985
119371,Sandra,2,False,(I'll Never Be) Maria Magdalena,1985-09-08,1985
119370,Tina Turner,1,False,We Don't Need Another Hero (Thunderdome),1985-09-08,1985
119363,Bruce Springsteen,24,False,Glory Days,1985-09-15,1985
119356,Bryan Adams,17,False,Heaven,1985-09-15,1985
119345,Den Harrow,6,False,Future Brain,1985-09-15,1985
119358,Duran Duran,19,False,A View To A Kill,1985-09-15,1985
119348,Falco,9,False,Rock Me Amadeus,1985-09-15,1985
119342,Madonna,3,False,Into The Groove,1985-09-15,1985
119340,Sandra,1,False,(I'll Never Be) Maria Magdalena,1985-09-15,1985
119341,Tina Turner,2,False,We Don't Need Another Hero (Thunderdome),1985-09-15,1985
119328,Bruce Springsteen,19,False,Glory Days,1985-09-22,1985
119329,Bryan Adams,20,False,Heaven,1985-09-22,1985
119316,Den Harrow,7,False,Future Brain,1985-09-22,1985
119336,Duran Duran,27,False,A View To A Kill,1985-09-22,1985
119319,Falco,10,False,Rock Me Amadeus,1985-09-22,1985
119313,Madonna,4,False,Into The Groove,1985-09-22,1985
119339,Modern Talking,30,False,"Cheri, Cheri Lady",1985-09-22,1985
119310,Sandra,1,False,(I'll Never Be) Maria Magdalena,1985-09-22,1985
119312,Tina Turner,3,False,We Don't Need Another Hero (Thunderdome),1985-09-22,1985
119307,Bruce Springsteen,28,False,Glory Days,1985-09-29,1985
119289,Den Harrow,10,False,Future Brain,1985-09-29,1985
119306,Duran Duran,27,False,A View To A Kill,1985-09-29,1985
119296,Falco,17,False,Rock Me Amadeus,1985-09-29,1985
119283,Madonna,4,False,Into The Groove,1985-09-29,1985
119284,Modern Talking,5,False,"Cheri, Cheri Lady",1985-09-29,1985
119280,Sandra,1,False,(I'll Never Be) Maria Magdalena,1985-09-29,1985
119294,Stevie Wonder,15,False,Part-Time Lover,1985-09-29,1985
119282,Tina Turner,3,False,We Don't Need Another Hero (Thunderdome),1985-09-29,1985
119277,Bryan Adams,28,False,Heaven,1985-10-06,1985
119260,Den Harrow,11,False,Future Brain,1985-10-06,1985
119278,Depeche Mode,29,False,It's Called A Heart,1985-10-06,1985
119273,Falco,24,False,Rock Me Amadeus,1985-10-06,1985
119255,Madonna,6,False,Into The Groove,1985-10-06,1985
119252,Modern Talking,3,False,"Cheri, Cheri Lady",1985-10-06,1985
119250,Sandra,1,False,(I'll Never Be) Maria Magdalena,1985-10-06,1985
119261,Stevie Wonder,12,False,Part-Time Lover,1985-10-06,1985
119254,Tina Turner,5,False,We Don't Need Another Hero (Thunderdome),1985-10-06,1985
119236,Den Harrow,17,False,Future Brain,1985-10-13,1985
119227,Depeche Mode,8,False,It's Called A Heart,1985-10-13,1985
119247,Falco,28,False,Rock Me Amadeus,1985-10-13,1985
119226,Madonna,7,False,Into The Groove,1985-10-13,1985
119221,Modern Talking,2,False,"Cheri, Cheri Lady",1985-10-13,1985
119220,Sandra,1,False,(I'll Never Be) Maria Magdalena,1985-10-13,1985
119228,Stevie Wonder,9,False,Part-Time Lover,1985-10-13,1985
119224,Tina Turner,5,False,We Don't Need Another Hero (Thunderdome),1985-10-13,1985
119210,Den Harrow,21,False,Future Brain,1985-10-20,1985
119196,Depeche Mode,7,False,It's Called A Heart,1985-10-20,1985
119219,Erasure,30,False,Who Needs Love Like That,1985-10-20,1985
119206,Falco,17,False,Vienna Calling,1985-10-20,1985
119202,Madonna,13,False,Into The Groove,1985-10-20,1985
119190,Modern Talking,1,False,"Cheri, Cheri Lady",1985-10-20,1985
119191,Sandra,2,False,(I'll Never Be) Maria Magdalena,1985-10-20,1985
119194,Stevie Wonder,5,False,Part-Time Lover,1985-10-20,1985
119197,Tina Turner,8,False,We Don't Need Another Hero (Thunderdome),1985-10-20,1985
119187,Den Harrow,28,False,Future Brain,1985-10-27,1985
119170,Depeche Mode,11,False,It's Called A Heart,1985-10-27,1985
119182,Erasure,23,False,Who Needs Love Like That,1985-10-27,1985
