,artist,platzierung,swiss,titel,week,year
121411,Lionel Richie,2,False,Hello,1984-05-13,1984
121437,Madonna,28,False,Holiday,1984-05-13,1984
121431,Nena,22,False,Rette mich,1984-05-13,1984
121432,Phil Collins,23,False,Against All Odds (Take A Look At Me Now),1984-05-13,1984
121381,Alphaville,2,False,Big In Japan,1984-05-20,1984
121389,Cyndi Lauper,10,False,Girls Just Want To Have Fun,1984-05-20,1984
121383,Depeche Mode,4,False,People Are People,1984-05-20,1984
121404,Frankie Goes To Hollywood,25,False,Relax,1984-05-20,1984
121380,Lionel Richie,1,False,Hello,1984-05-20,1984
121409,Madonna,30,False,Holiday,1984-05-20,1984
121406,Nena,27,False,Rette mich,1984-05-20,1984
121395,Phil Collins,16,False,Against All Odds (Take A Look At Me Now),1984-05-20,1984
121401,Queen,22,False,I Want To Break Free,1984-05-20,1984
121351,Alphaville,2,False,Big In Japan,1984-05-27,1984
121364,Cyndi Lauper,15,False,Girls Just Want To Have Fun,1984-05-27,1984
121354,Depeche Mode,5,False,People Are People,1984-05-27,1984
121377,Frankie Goes To Hollywood,28,False,Relax,1984-05-27,1984
121350,Lionel Richie,1,False,Hello,1984-05-27,1984
121369,Madonna,20,False,Holiday,1984-05-27,1984
121356,Phil Collins,7,False,Against All Odds (Take A Look At Me Now),1984-05-27,1984
121359,Queen,10,False,I Want To Break Free,1984-05-27,1984
121323,Alphaville,4,False,Big In Japan,1984-06-03,1984
121332,Cyndi Lauper,13,False,Girls Just Want To Have Fun,1984-06-03,1984
121326,Depeche Mode,7,False,People Are People,1984-06-03,1984
121342,Duran Duran,23,False,The Reflex,1984-06-03,1984
121349,Frankie Goes To Hollywood,30,False,Relax,1984-06-03,1984
121320,Lionel Richie,1,False,Hello,1984-06-03,1984
121339,Madonna,20,False,Holiday,1984-06-03,1984
121325,Phil Collins,6,False,Against All Odds (Take A Look At Me Now),1984-06-03,1984
121322,Queen,3,False,I Want To Break Free,1984-06-03,1984
121295,Alphaville,6,False,Big In Japan,1984-06-10,1984
121309,Cyndi Lauper,20,False,Girls Just Want To Have Fun,1984-06-10,1984
121298,Depeche Mode,9,False,People Are People,1984-06-10,1984
121305,Duran Duran,16,False,The Reflex,1984-06-10,1984
121318,Falco,29,False,Junge Roemer,1984-06-10,1984
121290,Lionel Richie,1,False,Hello,1984-06-10,1984
121307,Madonna,18,False,Holiday,1984-06-10,1984
121293,Phil Collins,4,False,Against All Odds (Take A Look At Me Now),1984-06-10,1984
121292,Queen,3,False,I Want To Break Free,1984-06-10,1984
121268,Alphaville,9,False,Big In Japan,1984-06-17,1984
121273,Cyndi Lauper,14,False,Time After Time,1984-06-17,1984
121271,Depeche Mode,12,False,People Are People,1984-06-17,1984
121272,Duran Duran,13,False,The Reflex,1984-06-17,1984
121287,Falco,28,False,Junge Roemer,1984-06-17,1984
121260,Lionel Richie,1,False,Hello,1984-06-17,1984
121281,Madonna,22,False,Holiday,1984-06-17,1984
121263,Phil Collins,4,False,Against All Odds (Take A Look At Me Now),1984-06-17,1984
121261,Queen,2,False,I Want To Break Free,1984-06-17,1984
121275,Wham!,16,False,Wake Me Up Before You Go-Go,1984-06-17,1984
121243,Alphaville,14,False,Big In Japan,1984-06-24,1984
121238,Cyndi Lauper,9,False,Time After Time,1984-06-24,1984
121245,Depeche Mode,16,False,People Are People,1984-06-24,1984
121239,Duran Duran,10,False,The Reflex,1984-06-24,1984
121240,Elton John,11,False,Sad Songs (Say So Much),1984-06-24,1984
121253,Falco,24,False,Junge Roemer,1984-06-24,1984
121233,Lionel Richie,4,False,Hello,1984-06-24,1984
121254,Madonna,25,False,Holiday,1984-06-24,1984
121236,Phil Collins,7,False,Against All Odds (Take A Look At Me Now),1984-06-24,1984
121232,Queen,3,False,I Want To Break Free,1984-06-24,1984
121257,Rod Stewart,28,False,Infatuation,1984-06-24,1984
121212,Alphaville,13,False,Sounds Like A Melody,1984-07-01,1984
121210,Cyndi Lauper,11,False,Time After Time,1984-07-01,1984
121219,Depeche Mode,20,False,People Are People,1984-07-01,1984
121211,Duran Duran,12,False,The Reflex,1984-07-01,1984
121205,Elton John,6,False,Sad Songs (Say So Much),1984-07-01,1984
121206,Lionel Richie,7,False,Hello,1984-07-01,1984
121229,Madonna,30,False,Holiday,1984-07-01,1984
121208,Phil Collins,9,False,Against All Odds (Take A Look At Me Now),1984-07-01,1984
121202,Queen,3,False,I Want To Break Free,1984-07-01,1984
121220,Rod Stewart,21,False,Infatuation,1984-07-01,1984
121204,Wham!,5,False,Wake Me Up Before You Go-Go,1984-07-01,1984
121175,Alphaville,6,False,Sounds Like A Melody,1984-07-08,1984
121177,Cyndi Lauper,8,False,Time After Time,1984-07-08,1984
121194,Depeche Mode,25,False,People Are People,1984-07-08,1984
121180,Duran Duran,11,False,The Reflex,1984-07-08,1984
121172,Elton John,3,False,Sad Songs (Say So Much),1984-07-08,1984
121185,Frankie Goes To Hollywood,16,False,Two Tribes,1984-07-08,1984
121181,Lionel Richie,12,False,Hello,1984-07-08,1984
121193,Madonna,24,False,Holiday,1984-07-08,1984
121179,Phil Collins,10,False,Against All Odds (Take A Look At Me Now),1984-07-08,1984
121174,Queen,5,False,I Want To Break Free,1984-07-08,1984
121186,Rod Stewart,17,False,Infatuation,1984-07-08,1984
121173,Wham!,4,False,Wake Me Up Before You Go-Go,1984-07-08,1984
121144,Alphaville,5,False,Sounds Like A Melody,1984-07-15,1984
121146,Cyndi Lauper,7,False,Time After Time,1984-07-15,1984
121156,Duran Duran,17,False,The Reflex,1984-07-15,1984
121143,Elton John,4,False,Sad Songs (Say So Much),1984-07-15,1984
121148,Frankie Goes To Hollywood,9,False,Two Tribes,1984-07-15,1984
121152,Lionel Richie,13,False,Hello,1984-07-15,1984
121151,Phil Collins,12,False,Against All Odds (Take A Look At Me Now),1984-07-15,1984
121145,Queen,6,False,I Want To Break Free,1984-07-15,1984
121155,Rod Stewart,16,False,Infatuation,1984-07-15,1984
121142,Wham!,3,False,Wake Me Up Before You Go-Go,1984-07-15,1984
121113,Alphaville,4,False,Sounds Like A Melody,1984-07-22,1984
121116,Cyndi Lauper,7,False,Time After Time,1984-07-22,1984
121127,Duran Duran,18,False,The Reflex,1984-07-22,1984
121114,Elton John,5,False,Sad Songs (Say So Much),1984-07-22,1984
121117,Frankie Goes To Hollywood,8,False,Two Tribes,1984-07-22,1984
121122,Lionel Richie,13,False,Hello,1984-07-22,1984
121121,Phil Collins,12,False,Against All Odds (Take A Look At Me Now),1984-07-22,1984
121115,Queen,6,False,I Want To Break Free,1984-07-22,1984
121125,Rod Stewart,16,False,Infatuation,1984-07-22,1984
121112,Wham!,3,False,Wake Me Up Before You Go-Go,1984-07-22,1984
121083,Alphaville,4,False,Sounds Like A Melody,1984-07-29,1984
121089,Cyndi Lauper,10,False,Time After Time,1984-07-29,1984
121100,Duran Duran,21,False,The Reflex,1984-07-29,1984
121085,Elton John,6,False,Sad Songs (Say So Much),1984-07-29,1984
121084,Frankie Goes To Hollywood,5,False,Two Tribes,1984-07-29,1984
121101,Lionel Richie,22,False,Hello,1984-07-29,1984
121095,Phil Collins,16,False,Against All Odds (Take A Look At Me Now),1984-07-29,1984
121088,Queen,9,False,I Want To Break Free,1984-07-29,1984
121103,Rod Stewart,24,False,Infatuation,1984-07-29,1984
121081,Wham!,2,False,Wake Me Up Before You Go-Go,1984-07-29,1984
121053,Alphaville,4,False,Sounds Like A Melody,1984-08-05,1984
121059,Cyndi Lauper,10,False,Time After Time,1984-08-05,1984
121078,Duran Duran,29,False,The Reflex,1984-08-05,1984
121056,Elton John,7,False,Sad Songs (Say So Much),1984-08-05,1984
121054,Frankie Goes To Hollywood,5,False,Two Tribes,1984-08-05,1984
121071,Lionel Richie,22,False,Hello,1984-08-05,1984
121075,Madonna,26,False,Borderline,1984-08-05,1984
121072,Phil Collins,23,False,Against All Odds (Take A Look At Me Now),1984-08-05,1984
121060,Queen,11,False,I Want To Break Free,1984-08-05,1984
121070,Rod Stewart,21,False,Infatuation,1984-08-05,1984
121068,Tina Turner,19,False,What's Love Got To Do With It,1984-08-05,1984
121052,Wham!,3,False,Wake Me Up Before You Go-Go,1984-08-05,1984
121026,Alphaville,7,False,Sounds Like A Melody,1984-08-12,1984
121029,Cyndi Lauper,10,False,Time After Time,1984-08-12,1984
121049,Duran Duran,30,False,The Reflex,1984-08-12,1984
121028,Elton John,9,False,Sad Songs (Say So Much),1984-08-12,1984
121025,Frankie Goes To Hollywood,6,False,Two Tribes,1984-08-12,1984
121045,Phil Collins,26,False,Against All Odds (Take A Look At Me Now),1984-08-12,1984
121035,Queen,16,False,I Want To Break Free,1984-08-12,1984
121041,Rod Stewart,22,False,Infatuation,1984-08-12,1984
121043,Tina Turner,24,False,What's Love Got To Do With It,1984-08-12,1984
121021,Wham!,2,False,Wake Me Up Before You Go-Go,1984-08-12,1984
120995,Alphaville,6,False,Sounds Like A Melody,1984-08-19,1984
121002,Cyndi Lauper,13,False,Time After Time,1984-08-19,1984
121019,Duran Duran,30,False,The Reflex,1984-08-19,1984
120999,Elton John,10,False,Sad Songs (Say So Much),1984-08-19,1984
120993,Frankie Goes To Hollywood,4,False,Two Tribes,1984-08-19,1984
121012,Madonna,23,False,Borderline,1984-08-19,1984
121018,Prince,29,False,When Doves Cry,1984-08-19,1984
121006,Queen,17,False,I Want To Break Free,1984-08-19,1984
121016,Rod Stewart,27,False,Infatuation,1984-08-19,1984
121010,Tina Turner,21,False,What's Love Got To Do With It,1984-08-19,1984
120994,Wham!,5,False,Wake Me Up Before You Go-Go,1984-08-19,1984
120966,Alphaville,7,False,Sounds Like A Melody,1984-08-26,1984
120972,Cyndi Lauper,13,False,Time After Time,1984-08-26,1984
120974,Elton John,15,False,Sad Songs (Say So Much),1984-08-26,1984
120965,Frankie Goes To Hollywood,6,False,Two Tribes,1984-08-26,1984
120985,Lionel Richie,26,False,Stuck On You,1984-08-26,1984
120987,Madonna,28,False,Borderline,1984-08-26,1984
120981,Queen,22,False,I Want To Break Free,1984-08-26,1984
120975,Tina Turner,16,False,What's Love Got To Do With It,1984-08-26,1984
120964,Wham!,5,False,Wake Me Up Before You Go-Go,1984-08-26,1984
120937,Alphaville,8,False,Sounds Like A Melody,1984-09-02,1984
120943,Cyndi Lauper,14,False,Time After Time,1984-09-02,1984
120945,Elton John,16,False,Sad Songs (Say So Much),1984-09-02,1984
120934,Frankie Goes To Hollywood,5,False,Two Tribes,1984-09-02,1984
120946,Prince,17,False,When Doves Cry,1984-09-02,1984
120951,Queen,22,False,I Want To Break Free,1984-09-02,1984
120941,Tina Turner,12,False,What's Love Got To Do With It,1984-09-02,1984
120939,Wham!,10,False,Wake Me Up Before You Go-Go,1984-09-02,1984
120916,Alphaville,17,False,Sounds Like A Melody,1984-09-09,1984
120928,Billy Idol,29,False,Eyes Without A Face,1984-09-09,1984
120913,Cyndi Lauper,14,False,She Bop,1984-09-09,1984
120921,Elton John,22,False,Sad Songs (Say So Much),1984-09-09,1984
120909,Frankie Goes To Hollywood,10,False,Two Tribes,1984-09-09,1984
120929,Lionel Richie,30,False,Stuck On You,1984-09-09,1984
120922,Prince,23,False,When Doves Cry,1984-09-09,1984
120912,Tina Turner,13,False,What's Love Got To Do With It,1984-09-09,1984
120910,Wham!,11,False,Wake Me Up Before You Go-Go,1984-09-09,1984
120889,Alphaville,20,False,Sounds Like A Melody,1984-09-16,1984
120896,Boney M.,27,False,Kalimba de luna,1984-09-16,1984
120887,Cyndi Lauper,18,False,She Bop,1984-09-16,1984
120891,Elton John,22,False,Sad Songs (Say So Much),1984-09-16,1984
120885,Frankie Goes To Hollywood,16,False,Two Tribes,1984-09-16,1984
120875,George Michael,6,False,Careless Whisper,1984-09-16,1984
120888,Prince,19,False,When Doves Cry,1984-09-16,1984
120878,Tina Turner,9,False,What's Love Got To Do With It,1984-09-16,1984
120881,Wham!,12,False,Wake Me Up Before You Go-Go,1984-09-16,1984
120864,Alphaville,25,False,Sounds Like A Melody,1984-09-23,1984
120867,Billy Idol,28,False,Eyes Without A Face,1984-09-23,1984
120855,Cyndi Lauper,16,False,She Bop,1984-09-23,1984
120852,Depeche Mode,13,False,Master And Servant,1984-09-23,1984
120868,Elton John,29,False,Passengers,1984-09-23,1984
120858,Frankie Goes To Hollywood,19,False,Two Tribes,1984-09-23,1984
120841,George Michael,2,False,Careless Whisper,1984-09-23,1984
120866,Prince,27,False,When Doves Cry,1984-09-23,1984
120851,Stevie Wonder,12,False,I Just Called To Say I Love You,1984-09-23,1984
120847,Tina Turner,8,False,What's Love Got To Do With It,1984-09-23,1984
120860,Wham!,21,False,Wake Me Up Before You Go-Go,1984-09-23,1984
120832,Boney M.,23,False,Kalimba de luna,1984-09-30,1984
120821,Cyndi Lauper,12,False,She Bop,1984-09-30,1984
120822,Depeche Mode,13,False,Master And Servant,1984-09-30,1984
120836,Frankie Goes To Hollywood,27,False,Two Tribes,1984-09-30,1984
120810,George Michael,1,False,Careless Whisper,1984-09-30,1984
120831,Prince,22,False,When Doves Cry,1984-09-30,1984
120814,Stevie Wonder,5,False,I Just Called To Say I Love You,1984-09-30,1984
120820,Tina Turner,11,False,What's Love Got To Do With It,1984-09-30,1984
120838,Wham!,29,False,Wake Me Up Before You Go-Go,1984-09-30,1984
120800,Billy Idol,21,False,Eyes Without A Face,1984-10-07,1984
120794,Cyndi Lauper,15,False,She Bop,1984-10-07,1984
120802,David Bowie,23,False,Blue Jean,1984-10-07,1984
120787,Depeche Mode,8,False,Master And Servant,1984-10-07,1984
120806,Elton John,27,False,Passengers,1984-10-07,1984
120809,Frankie Goes To Hollywood,30,False,Two Tribes,1984-10-07,1984
120780,George Michael,1,False,Careless Whisper,1984-10-07,1984
120804,Prince,25,False,When Doves Cry,1984-10-07,1984
120781,Stevie Wonder,2,False,I Just Called To Say I Love You,1984-10-07,1984
120793,Tina Turner,14,False,What's Love Got To Do With It,1984-10-07,1984
120773,Boney M.,24,False,Kalimba de luna,1984-10-14,1984
120759,Cyndi Lauper,10,False,She Bop,1984-10-14,1984
120769,David Bowie,20,False,Blue Jean,1984-10-14,1984
120761,Depeche Mode,12,False,Master And Servant,1984-10-14,1984
120778,Elton John,29,False,Passengers,1984-10-14,1984
120750,George Michael,1,False,Careless Whisper,1984-10-14,1984
120777,Prince,28,False,When Doves Cry,1984-10-14,1984
120751,Stevie Wonder,2,False,I Just Called To Say I Love You,1984-10-14,1984
120764,Tina Turner,15,False,What's Love Got To Do With It,1984-10-14,1984
120737,Alphaville,18,False,Forever Young,1984-10-21,1984
120748,Billy Idol,29,False,Eyes Without A Face,1984-10-21,1984
120736,Cyndi Lauper,17,False,She Bop,1984-10-21,1984
120738,David Bowie,19,False,Blue Jean,1984-10-21,1984
120728,Depeche Mode,9,False,Master And Servant,1984-10-21,1984
120720,George Michael,1,False,Careless Whisper,1984-10-21,1984
120724,Nena,5,False,"Irgendwie, irgendwo, irgendwann",1984-10-21,1984
120746,Shakin' Stevens,27,False,A Letter To You,1984-10-21,1984
120721,Stevie Wonder,2,False,I Just Called To Say I Love You,1984-10-21,1984
120735,Tina Turner,16,False,What's Love Got To Do With It,1984-10-21,1984
120702,Alphaville,13,False,Forever Young,1984-10-28,1984
120704,Cyndi Lauper,15,False,She Bop,1984-10-28,1984
120703,David Bowie,14,False,Blue Jean,1984-10-28,1984
120701,Depeche Mode,12,False,Master And Servant,1984-10-28,1984
120691,George Michael,2,False,Careless Whisper,1984-10-28,1984
120716,Kim Wilde,27,False,The Second Time,1984-10-28,1984
120692,Nena,3,False,"Irgendwie, irgendwo, irgendwann",1984-10-28,1984
120719,Prince,30,False,When Doves Cry,1984-10-28,1984
120690,Stevie Wonder,1,False,I Just Called To Say I Love You,1984-10-28,1984
120706,Tina Turner,17,False,What's Love Got To Do With It,1984-10-28,1984
120663,Alphaville,4,False,Forever Young,1984-11-04,1984
120684,Cyndi Lauper,25,False,She Bop,1984-11-04,1984
120675,David Bowie,16,False,Blue Jean,1984-11-04,1984
120673,Depeche Mode,14,False,Master And Servant,1984-11-04,1984
120661,George Michael,2,False,Careless Whisper,1984-11-04,1984
120689,Herbert Grönemeyer,30,False,Männer,1984-11-04,1984
120677,Kim Wilde,18,False,The Second Time,1984-11-04,1984
120662,Nena,3,False,"Irgendwie, irgendwo, irgendwann",1984-11-04,1984
120680,Shakin' Stevens,21,False,A Letter To You,1984-11-04,1984
120660,Stevie Wonder,1,False,I Just Called To Say I Love You,1984-11-04,1984
120683,Tina Turner,24,False,What's Love Got To Do With It,1984-11-04,1984
120674,Wham!,15,False,Freedom,1984-11-04,1984
120635,Alphaville,6,False,Forever Young,1984-11-11,1984
120655,Billy Idol,26,False,Flesh For Fantasy,1984-11-11,1984
120651,David Bowie,22,False,Blue Jean,1984-11-11,1984
120652,Depeche Mode,23,False,Master And Servant,1984-11-11,1984
120632,George Michael,3,False,Careless Whisper,1984-11-11,1984
120659,Herbert Grönemeyer,30,False,Männer,1984-11-11,1984
120645,Kim Wilde,16,False,The Second Time,1984-11-11,1984
120631,Nena,2,False,"Irgendwie, irgendwo, irgendwann",1984-11-11,1984
120654,Shakin' Stevens,25,False,A Letter To You,1984-11-11,1984
120630,Stevie Wonder,1,False,I Just Called To Say I Love You,1984-11-11,1984
120657,Tina Turner,28,False,What's Love Got To Do With It,1984-11-11,1984
120643,Wham!,14,False,Freedom,1984-11-11,1984
120602,Alphaville,3,False,Forever Young,1984-11-18,1984
120626,Billy Idol,27,False,Flesh For Fantasy,1984-11-18,1984
120620,David Bowie,21,False,Blue Jean,1984-11-18,1984
120623,Depeche Mode,24,False,Master And Servant,1984-11-18,1984
120604,George Michael,5,False,Careless Whisper,1984-11-18,1984
120627,Herbert Grönemeyer,28,False,Männer,1984-11-18,1984
120610,Kim Wilde,11,False,The Second Time,1984-11-18,1984
120601,Nena,2,False,"Irgendwie, irgendwo, irgendwann",1984-11-18,1984
120624,Shakin' Stevens,25,False,A Letter To You,1984-11-18,1984
120600,Stevie Wonder,1,False,I Just Called To Say I Love You,1984-11-18,1984
120628,Tina Turner,29,False,What's Love Got To Do With It,1984-11-18,1984
120607,Wham!,8,False,Freedom,1984-11-18,1984
120575,Alphaville,6,False,Forever Young,1984-11-25,1984
120591,Billy Idol,22,False,Flesh For Fantasy,1984-11-25,1984
120594,David Bowie,25,False,Blue Jean,1984-11-25,1984
120584,Duran Duran,15,False,The Wild Boys,1984-11-25,1984
120573,George Michael,4,False,Careless Whisper,1984-11-25,1984
120596,Herbert Grönemeyer,27,False,Männer,1984-11-25,1984
120580,Kim Wilde,11,False,The Second Time,1984-11-25,1984
120577,Nena,8,False,"Irgendwie, irgendwo, irgendwann",1984-11-25,1984
120595,Shakin' Stevens,26,False,A Letter To You,1984-11-25,1984
120571,Stevie Wonder,2,False,I Just Called To Say I Love You,1984-11-25,1984
120599,Tina Turner,30,False,What's Love Got To Do With It,1984-11-25,1984
120574,Wham!,5,False,Freedom,1984-11-25,1984
120543,Alphaville,4,False,Forever Young,1984-12-02,1984
120559,Billy Idol,20,False,Flesh For Fantasy,1984-12-02,1984
120562,Cyndi Lauper,23,False,All Through The Night,1984-12-02,1984
120569,David Bowie,30,False,Blue Jean,1984-12-02,1984
120548,Duran Duran,9,False,The Wild Boys,1984-12-02,1984
120551,George Michael,12,False,Careless Whisper,1984-12-02,1984
120567,Herbert Grönemeyer,28,False,Männer,1984-12-02,1984
120546,Kim Wilde,7,False,The Second Time,1984-12-02,1984
120565,Madonna,26,False,Like A Virgin,1984-12-02,1984
120547,Nena,8,False,"Irgendwie, irgendwo, irgendwann",1984-12-02,1984
120561,Shakin' Stevens,22,False,A Letter To You,1984-12-02,1984
120541,Stevie Wonder,2,False,I Just Called To Say I Love You,1984-12-02,1984
120544,Wham!,5,False,Freedom,1984-12-02,1984
120515,Alphaville,6,False,Forever Young,1984-12-09,1984
120530,Billy Idol,21,False,Flesh For Fantasy,1984-12-09,1984
120528,Cyndi Lauper,19,False,All Through The Night,1984-12-09,1984
120514,Duran Duran,5,False,The Wild Boys,1984-12-09,1984
120525,George Michael,16,False,Careless Whisper,1984-12-09,1984
120520,Kim Wilde,11,False,The Second Time,1984-12-09,1984
120529,Madonna,20,False,Like A Virgin,1984-12-09,1984
120524,Nena,15,False,"Irgendwie, irgendwo, irgendwann",1984-12-09,1984
120518,Scorpions,9,False,Still Loving You,1984-12-09,1984
120533,Status Quo,24,False,The Wanderer,1984-12-09,1984
120511,Stevie Wonder,2,False,I Just Called To Say I Love You,1984-12-09,1984
120516,Wham!,7,False,Freedom,1984-12-09,1984
120488,Alphaville,9,False,Forever Young,1984-12-16,1984
120502,Billy Idol,23,False,Flesh For Fantasy,1984-12-16,1984
120496,Cyndi Lauper,17,False,All Through The Night,1984-12-16,1984
120481,Duran Duran,2,False,The Wild Boys,1984-12-16,1984
120503,Eurythmics,24,False,Sexcrime (Nineteen Eighty-Four),1984-12-16,1984
120501,Frankie Goes To Hollywood,22,False,The Power Of Love,1984-12-16,1984
120491,George Michael,12,False,Careless Whisper,1984-12-16,1984
120492,Kim Wilde,13,False,The Second Time,1984-12-16,1984
120497,Madonna,18,False,Like A Virgin,1984-12-16,1984
120493,Nena,14,False,"Irgendwie, irgendwo, irgendwann",1984-12-16,1984
120485,Scorpions,6,False,Still Loving You,1984-12-16,1984
120494,Status Quo,15,False,The Wanderer,1984-12-16,1984
120483,Stevie Wonder,4,False,I Just Called To Say I Love You,1984-12-16,1984
120489,Wham!,10,False,Freedom,1984-12-16,1984
120461,Alphaville,12,False,Forever Young,1984-12-23,1984
120474,Billy Idol,25,False,Flesh For Fantasy,1984-12-23,1984
120465,Cyndi Lauper,16,False,All Through The Night,1984-12-23,1984
120473,Depeche Mode,24,False,Blasphemous Rumours / Somebody,1984-12-23,1984
120451,Duran Duran,2,False,The Wild Boys,1984-12-23,1984
120470,Eurythmics,21,False,Sexcrime (Nineteen Eighty-Four),1984-12-23,1984
120459,Frankie Goes To Hollywood,10,False,The Power Of Love,1984-12-23,1984
120472,George Michael,23,False,Careless Whisper,1984-12-23,1984
120466,Kim Wilde,17,False,The Second Time,1984-12-23,1984
120463,Madonna,14,False,Like A Virgin,1984-12-23,1984
120467,Nena,18,False,"Irgendwie, irgendwo, irgendwann",1984-12-23,1984
120452,Scorpions,3,False,Still Loving You,1984-12-23,1984
120464,Status Quo,15,False,The Wanderer,1984-12-23,1984
120455,Stevie Wonder,6,False,I Just Called To Say I Love You,1984-12-23,1984
120462,Wham!,13,False,Freedom,1984-12-23,1984
120435,Alphaville,16,False,Forever Young,1985-01-06,1985
120447,Billy Idol,28,False,Flesh For Fantasy,1985-01-06,1985
120440,Cyndi Lauper,21,False,All Through The Night,1985-01-06,1985
120442,David Bowie,23,False,Tonight,1985-01-06,1985
120443,Depeche Mode,24,False,Blasphemous Rumours / Somebody,1985-01-06,1985
120421,Duran Duran,2,False,The Wild Boys,1985-01-06,1985
120433,Eurythmics,14,False,Sexcrime (Nineteen Eighty-Four),1985-01-06,1985
120424,Frankie Goes To Hollywood,5,False,The Power Of Love,1985-01-06,1985
120446,George Michael,27,False,Careless Whisper,1985-01-06,1985
120438,Kim Wilde,19,False,The Second Time,1985-01-06,1985
120430,Madonna,11,False,Like A Virgin,1985-01-06,1985
120441,Nena,22,False,"Irgendwie, irgendwo, irgendwann",1985-01-06,1985
120423,Scorpions,4,False,Still Loving You,1985-01-06,1985
120429,Status Quo,10,False,The Wanderer,1985-01-06,1985
120431,Stevie Wonder,12,False,I Just Called To Say I Love You,1985-01-06,1985
120434,Wham!,15,False,Freedom,1985-01-06,1985
120406,Alphaville,17,False,Forever Young,1985-01-13,1985
120419,Billy Idol,30,False,Flesh For Fantasy,1985-01-13,1985
120409,Cyndi Lauper,20,False,All Through The Night,1985-01-13,1985
120417,David Bowie,28,False,Tonight,1985-01-13,1985
120412,Depeche Mode,23,False,Blasphemous Rumours / Somebody,1985-01-13,1985
120391,Duran Duran,2,False,The Wild Boys,1985-01-13,1985
120396,Eurythmics,7,False,Sexcrime (Nineteen Eighty-Four),1985-01-13,1985
120392,Frankie Goes To Hollywood,3,False,The Power Of Love,1985-01-13,1985
120414,Kim Wilde,25,False,The Second Time,1985-01-13,1985
120400,Madonna,11,False,Like A Virgin,1985-01-13,1985
120416,Nena,27,False,"Irgendwie, irgendwo, irgendwann",1985-01-13,1985
120393,Scorpions,4,False,Still Loving You,1985-01-13,1985
120402,Status Quo,13,False,The Wanderer,1985-01-13,1985
120403,Stevie Wonder,14,False,I Just Called To Say I Love You,1985-01-13,1985
120397,Wham!,8,False,Last Christmas,1985-01-13,1985
120381,Alphaville,22,False,Forever Young,1985-01-20,1985
120384,Cyndi Lauper,25,False,All Through The Night,1985-01-20,1985
120386,David Bowie,27,False,Tonight,1985-01-20,1985
120378,Depeche Mode,19,False,Blasphemous Rumours / Somebody,1985-01-20,1985
120363,Duran Duran,4,False,The Wild Boys,1985-01-20,1985
120365,Eurythmics,6,False,Sexcrime (Nineteen Eighty-Four),1985-01-20,1985
120361,Frankie Goes To Hollywood,2,False,The Power Of Love,1985-01-20,1985
120388,Kim Wilde,29,False,The Second Time,1985-01-20,1985
120369,Madonna,10,False,Like A Virgin,1985-01-20,1985
120364,Scorpions,5,False,Still Loving You,1985-01-20,1985
120375,Status Quo,16,False,The Wanderer,1985-01-20,1985
120376,Stevie Wonder,17,False,I Just Called To Say I Love You,1985-01-20,1985
120372,Wham!,13,False,Last Christmas,1985-01-20,1985
120352,Alphaville,23,False,Forever Young,1985-01-27,1985
120358,Cyndi Lauper,29,False,All Through The Night,1985-01-27,1985
120359,David Bowie,30,False,Tonight,1985-01-27,1985
120349,Depeche Mode,20,False,Blasphemous Rumours / Somebody,1985-01-27,1985
120336,Duran Duran,7,False,The Wild Boys,1985-01-27,1985
120335,Eurythmics,6,False,Sexcrime (Nineteen Eighty-Four),1985-01-27,1985
120332,Frankie Goes To Hollywood,3,False,The Power Of Love,1985-01-27,1985
120338,Madonna,9,False,Like A Virgin,1985-01-27,1985
120334,Scorpions,5,False,Still Loving You,1985-01-27,1985
120354,Status Quo,25,False,The Wanderer,1985-01-27,1985
120351,Stevie Wonder,22,False,I Just Called To Say I Love You,1985-01-27,1985
120337,Wham!,8,False,Last Christmas,1985-01-27,1985
120328,Alphaville,29,False,Forever Young,1985-02-03,1985
120326,Depeche Mode,27,False,Blasphemous Rumours / Somebody,1985-02-03,1985
120309,Duran Duran,10,False,The Wild Boys,1985-02-03,1985
120308,Eurythmics,9,False,Sexcrime (Nineteen Eighty-Four),1985-02-03,1985
120304,Frankie Goes To Hollywood,5,False,The Power Of Love,1985-02-03,1985
120310,Madonna,11,False,Like A Virgin,1985-02-03,1985
120307,Scorpions,8,False,Still Loving You,1985-02-03,1985
120324,Status Quo,25,False,The Wanderer,1985-02-03,1985
120323,Stevie Wonder,24,False,I Just Called To Say I Love You,1985-02-03,1985
120305,Wham!,6,False,Last Christmas,1985-02-03,1985
120299,Depeche Mode,30,False,Blasphemous Rumours / Somebody,1985-02-10,1985
120284,Duran Duran,15,False,The Wild Boys,1985-02-10,1985
120281,Eurythmics,12,False,Sexcrime (Nineteen Eighty-Four),1985-02-10,1985
120274,Frankie Goes To Hollywood,5,False,The Power Of Love,1985-02-10,1985
120282,Madonna,13,False,Like A Virgin,1985-02-10,1985
120292,Phil Collins,23,False,Sussudio,1985-02-10,1985
120276,Scorpions,7,False,Still Loving You,1985-02-10,1985
120298,Stevie Wonder,29,False,I Just Called To Say I Love You,1985-02-10,1985
120280,Wham!,11,False,Last Christmas,1985-02-10,1985
120266,Duran Duran,27,False,The Wild Boys,1985-02-17,1985
120255,Eurythmics,16,False,Sexcrime (Nineteen Eighty-Four),1985-02-17,1985
